,0
1231,0
1232,1
1233,1
1234,1
1235,0
1236,1
1237,1
1238,1
1239,1
1240,1
1241,1
1242,0
1243,0
1244,0
1245,0
1246,1
1247,0
1248,0
1249,1
1250,0
1251,1
1252,0
1253,0
1254,0
1255,1
1256,0
1257,1
1258,1
1259,0
1260,1
1261,0
1262,1
1263,1
1264,1
1265,0
1266,1
1267,1
1268,1
1269,0
1270,1
1271,0
1272,0
1273,0
1274,1
1275,1
1276,0
1277,1
1278,1
1279,1
1280,0
1281,1
1282,1
1283,1
1284,0
1285,1
1286,0
1287,0
1288,1
1289,0
1290,0
1291,1
1292,1
1293,1
1294,0
1295,1
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,1
1304,1
1305,1
1306,0
1307,1
1308,0
1309,0
1310,1
1311,0
1312,0
1313,1
1314,1
1315,1
1316,0
1317,0
1318,0
1319,0
1320,1
1321,0
1322,0
1323,0
1324,0
1325,0
1326,1
1327,0
1328,1
1329,0
1330,1
1331,1
1332,0
1333,1
1334,0
1335,1
1336,0
1337,1
1338,1
1339,1
1340,0
1341,0
1342,1
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,1
1350,1
1351,1
1352,0
1353,0
1354,1
1355,0
1356,1
1357,0
1358,0
1359,0
1360,0
1361,0
1362,1
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,1
1370,0
1371,1
1372,1
1373,1
1374,0
1375,0
1376,0
1377,0
1378,1
1379,0
1380,0
1381,0
1382,1
1383,1
1384,1
1385,1
1386,1
1387,1
1388,0
1389,0
1390,0
1391,0
1392,0
1393,1
1394,1
1395,1
1396,0
1397,1
1398,1
1399,1
1400,0
1401,1
1402,1
1403,1
1404,1
1405,1
1406,1
1407,1
1408,0
1409,0
1410,0
1411,0
1412,1
1413,0
1414,0
1415,0
1416,0
1417,0
1418,1
1419,0
1420,1
1421,0
1422,0
1423,1
1424,1
1425,0
1426,1
1427,1
1428,0
1429,0
1430,0
1431,1
1432,1
1433,1
1434,1
1435,0
1436,0
1437,1
1438,1
1439,0
1440,1
1441,1
1442,0
1443,0
1444,0
1445,0
1446,1
1447,1
1448,0
1449,0
1450,0
1451,1
1452,1
1453,1
1454,0
1455,0
1456,1
1457,0
1458,1
1459,0
1460,0
1461,1
1462,0
1463,0
1464,0
1465,0
1466,0
1467,1
1468,0
1469,0
1470,0
1471,0
1472,0
1473,1
1474,1
1475,1
1476,1
1477,1
1478,1
1479,0
1480,0
1481,0
1482,0
1483,0
1484,0
1485,1
1486,0
1487,1
1488,0
1489,0
1490,0
1491,0
1492,1
1493,0
1494,0
1495,0
1496,1
1497,1
1498,0
1499,0
1500,1
1501,0
1502,0
1503,0
1504,1
1505,1
1506,1
1507,0
1508,1
1509,1
1510,0
1511,0
1512,0
1513,1
1514,1
1515,1
1516,1
1517,0
1518,1
1519,1
1520,1
1521,1
1522,1
1523,0
1524,0
1525,0
1526,1
1527,1
1528,0
1529,0
1530,1
1531,0
1532,1
1533,0
1534,0
1535,1
1536,0
1537,0
1538,1
1539,0
1540,0
1541,0
1542,0
1543,1
1544,0
1545,1
1546,1
1547,0
1548,0
1549,0
1550,1
1551,0
1552,0
1553,1
1554,1
1555,0
1556,1
1557,0
1558,1
1559,0
1560,0
1561,1
1562,0
1563,0
1564,0
1565,1
1566,1
1567,0
1568,1
1569,1
1570,0
1571,0
1572,0
1573,0
1574,1
1575,0
1576,1
1577,0
1578,0
1579,0
1580,1
1581,0
1582,0
1583,0
1584,1
1585,1
1586,0
1587,1
1588,1
1589,0
1590,0
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,1
1599,1
1600,1
1601,1
1602,1
1603,0
1604,1
1605,0
1606,1
1607,0
1608,0
1609,1
1610,0
1611,1
1612,1
1613,1
1614,1
1615,1
1616,0
1617,0
1618,1
1619,0
1620,0
1621,1
1622,0
1623,0
1624,1
1625,1
1626,1
1627,0
1628,0
1629,1
1630,1
1631,0
1632,0
1633,0
1634,0
1635,1
1636,0
1637,1
1638,1
1639,1
1640,0
1641,1
1642,1
1643,1
1644,1
1645,1
1646,0
1647,0
1648,0
1649,0
1650,1
1651,1
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,1
1661,0
1662,1
1663,1
1664,1
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,1
1673,0
1674,0
1675,0
1676,0
1677,1
1678,0
1679,1
1680,1
1681,0
1682,0
1683,1
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,1
1693,0
1694,0
1695,0
1696,0
1697,0
1698,0
1699,1
1700,0
1701,0
1702,0
1703,0
1704,0
1705,1
1706,1
1707,0
1708,0
1709,0
1710,0
1711,1
1712,1
1713,0
1714,0
1715,1
1716,0
1717,0
1718,0
1719,0
1720,1
1721,1
1722,1
1723,0
1724,0
1725,1
1726,1
1727,0
1728,0
1729,0
1730,1
1731,0
1732,1
1733,1
1734,0
1735,0
1736,1
1737,1
1738,0
1739,0
1740,1
1741,0
1742,1
1743,0
1744,0
1745,1
1746,0
1747,0
1748,0
1749,0
1750,0
1751,0
1752,0
1753,0
1754,1
1755,1
1756,1
1757,0
1758,0
1759,0
1760,0
1761,1
1762,0
1763,1
1764,1
1765,1
1766,0
1767,0
1768,1
1769,1
1770,1
1771,0
1772,0
1773,1
1774,0
1775,0
1776,1
1777,0
1778,1
1779,0
1780,0
1781,0
1782,0
1783,1
1784,1
1785,0
1786,0
1787,1
1788,0
1789,0
1790,1
1791,1
1792,1
1793,1
1794,0
1795,1
1796,0
1797,0
1798,0
1799,0
1800,0
1801,1
1802,0
1803,0
1804,0
1805,1
1806,0
1807,0
1808,0
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,1
1816,0
1817,1
1818,0
1819,0
1820,0
1821,0
1822,1
1823,1
1824,0
1825,0
1826,0
1827,0
1828,0
1829,1
1830,1
1831,1
1832,1
1833,0
1834,0
1835,1
1836,1
1837,1
1838,0
1839,1
1840,1
1841,1
1842,0
1843,0
1844,1
1845,1
1846,0
1847,1
1848,1
1849,0
1850,0
1851,1
1852,0
1853,0
1854,0
1855,1
1856,1
1857,0
1858,1
1859,0
1860,0
1861,0
1862,1
1863,1
1864,0
1865,1
1866,1
1867,1
1868,1
1869,1
1870,1
1871,1
1872,1
1873,0
1874,1
1875,1
1876,1
1877,1
1878,0
1879,1
1880,1
1881,0
1882,0
1883,1
1884,0
1885,1
1886,0
1887,0
1888,1
1889,0
1890,1
1891,0
1892,0
1893,1
1894,0
1895,0
1896,0
1897,1
1898,0
1899,1
1900,1
1901,0
1902,0
1903,1
1904,1
1905,0
1906,1
1907,0
1908,0
1909,1
1910,1
1911,0
1912,1
1913,0
1914,0
1915,1
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,1
1923,0
1924,0
1925,1
1926,0
1927,0
1928,0
1929,0
1930,1
1931,1
1932,0
1933,1
1934,0
1935,1
1936,1
1937,0
1938,0
1939,0
1940,0
1941,1
1942,1
1943,1
1944,1
1945,0
1946,1
1947,0
1948,0
1949,1
1950,1
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,1
1958,1
1959,0
1960,1
1961,1
1962,0
1963,0
1964,1
1965,0
1966,1
1967,1
1968,1
1969,1
1970,0
1971,1
1972,0
1973,1
1974,0
1975,1
1976,1
1977,0
1978,0
1979,1
1980,0
1981,1
1982,0
1983,0
1984,0
1985,1
1986,0
1987,1
1988,0
1989,0
1990,0
1991,1
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,1
2002,0
2003,0
2004,1
2005,1
2006,1
2007,0
2008,1
2009,1
2010,0
2011,1
2012,0
2013,0
2014,0
2015,1
2016,1
2017,0
2018,0
2019,1
2020,0
2021,0
2022,1
2023,0
2024,0
2025,1
2026,1
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,1
2038,1
2039,0
2040,0
2041,1
2042,1
2043,0
2044,1
2045,1
2046,0
2047,0
2048,0
2049,1
2050,1
2051,0
2052,1
2053,1
2054,0
2055,0
2056,0
2057,1
2058,0
2059,0
2060,0
2061,0
2062,1
2063,1
2064,1
2065,0
2066,1
2067,0
2068,0
2069,0
2070,0
2071,0
2072,0
2073,1
2074,1
2075,1
2076,0
2077,1
2078,0
2079,1
2080,1
2081,1
2082,0
2083,1
2084,1
2085,0
2086,0
2087,1
2088,0
2089,1
2090,1
2091,0
2092,1
2093,1
2094,0
2095,0
2096,0
2097,0
2098,0
2099,0
2100,1
2101,0
2102,1
2103,1
2104,0
2105,0
2106,1
2107,0
2108,1
2109,0
2110,0
2111,0
2112,0
2113,1
2114,1
2115,0
2116,1
2117,0
2118,0
2119,1
2120,0
2121,1
2122,0
2123,0
2124,1
2125,0
2126,1
2127,0
2128,0
2129,0
2130,0
2131,1
2132,0
2133,1
2134,0
2135,0
2136,1
2137,1
2138,0
2139,1
2140,0
2141,1
2142,0
2143,0
2144,0
2145,0
2146,0
2147,0
2148,0
2149,0
2150,0
2151,1
2152,1
2153,1
2154,1
2155,0
2156,0
2157,1
2158,1
2159,1
2160,0
2161,1
2162,1
2163,0
2164,1
2165,0
2166,0
2167,1
2168,1
2169,0
2170,1
2171,1
2172,0
2173,0
2174,0
2175,0
2176,0
2177,0
2178,0
2179,1
2180,0
2181,0
2182,1
2183,0
2184,0
2185,0
2186,0
2187,1
2188,0
2189,1
2190,1
2191,1
2192,1
2193,1
2194,0
2195,1
2196,0
2197,1
2198,1
2199,0
2200,1
2201,0
2202,0
2203,1
2204,0
2205,0
2206,1
2207,1
2208,1
2209,0
2210,1
2211,1
2212,0
2213,1
2214,0
2215,1
2216,0
2217,1
2218,0
2219,1
2220,1
2221,1
2222,1
2223,0
2224,0
2225,1
2226,1
2227,1
2228,1
2229,0
2230,0
2231,0
2232,1
2233,1
2234,1
2235,0
2236,0
2237,0
2238,0
2239,0
2240,1
2241,0
2242,1
2243,0
2244,1
2245,1
2246,0
2247,0
2248,1
2249,1
2250,0
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,1
2258,1
2259,0
2260,0
2261,1
2262,1
2263,0
2264,0
2265,0
2266,1
2267,1
2268,0
2269,1
2270,1
2271,0
2272,0
2273,1
2274,0
2275,0
2276,0
2277,1
2278,0
2279,0
2280,0
2281,1
2282,0
2283,0
2284,1
2285,1
2286,0
2287,0
2288,0
2289,0
2290,0
2291,0
2292,1
2293,1
2294,1
2295,1
2296,1
2297,0
2298,1
2299,1
2300,1
2301,1
2302,0
2303,0
2304,0
2305,0
2306,1
2307,0
2308,0
2309,1
2310,1
2311,0
2312,1
2313,1
2314,1
2315,0
2316,0
2317,1
2318,1
2319,1
2320,0
2321,0
2322,1
2323,0
2324,0
2325,1
2326,0
2327,1
2328,0
2329,0
2330,1
2331,0
2332,0
2333,0
2334,0
2335,1
2336,0
2337,0
2338,0
2339,1
2340,0
2341,1
2342,0
2343,0
2344,1
2345,0
2346,0
2347,0
2348,1
2349,1
2350,0
2351,0
2352,0
2353,0
2354,1
2355,1
2356,1
2357,1
2358,0
2359,1
2360,0
2361,1
2362,0
2363,1
2364,1
2365,0
2366,0
2367,1
2368,0
2369,1
2370,0
2371,0
2372,0
2373,1
2374,1
2375,1
2376,1
2377,1
2378,0
2379,1
2380,1
2381,1
2382,0
2383,1
2384,1
2385,0
2386,0
2387,1
2388,0
2389,1
2390,0
2391,0
2392,0
2393,1
2394,1
2395,1
2396,1
2397,1
2398,0
2399,1
2400,0
2401,0
2402,1
2403,0
2404,1
2405,0
2406,0
2407,0
2408,1
2409,1
2410,0
2411,0
2412,0
2413,1
2414,1
2415,0
2416,0
2417,0
2418,0
2419,0
2420,1
2421,0
2422,0
2423,1
2424,0
2425,0
2426,0
2427,1
2428,0
2429,1
2430,0
2431,1
2432,1
2433,1
2434,0
2435,0
2436,1
2437,1
2438,0
2439,0
2440,0
2441,0
2442,0
2443,1
2444,0
2445,0
2446,1
2447,0
2448,0
2449,1
2450,0
2451,1
2452,0
2453,0
2454,1
2455,0
2456,1
2457,0
2458,1
2459,1
2460,0
2461,0
2462,1
2463,0
2464,0
2465,0
2466,0
2467,0
2468,0
2469,0
2470,0
2471,0
2472,1
2473,1
2474,0
2475,1
2476,0
2477,1
2478,0
2479,0
2480,0
2481,1
2482,1
2483,1
2484,1
2485,0
2486,0
2487,1
2488,0
2489,0
2490,1
2491,1
2492,1
2493,0
2494,0
2495,0
2496,1
2497,1
2498,0
2499,0
2500,0
2501,1
2502,0
2503,0
2504,0
2505,0
2506,1
2507,1
2508,0
2509,0
2510,1
2511,1
2512,1
2513,1
2514,0
2515,0
2516,0
2517,0
2518,1
2519,0
2520,1
2521,0
2522,1
2523,1
2524,1
2525,0
2526,1
2527,1
2528,0
2529,0
2530,0
2531,1
2532,1
2533,1
2534,0
2535,1
2536,1
2537,0
2538,0
2539,0
2540,1
2541,0
2542,0
2543,1
2544,1
2545,0
2546,1
2547,1
2548,1
2549,0
2550,0
2551,0
2552,0
2553,0
2554,0
2555,1
2556,1
2557,0
2558,0
2559,0
2560,1
2561,0
2562,0
2563,1
2564,0
2565,0
2566,0
2567,0
2568,0
2569,1
2570,1
2571,0
2572,0
2573,1
2574,0
2575,1
2576,0
2577,1
2578,1
2579,0
2580,0
2581,0
2582,1
2583,1
2584,1
2585,0
2586,0
2587,0
2588,0
2589,0
2590,1
2591,0
2592,0
2593,1
2594,1
2595,1
2596,0
2597,1
2598,0
2599,1
2600,0
2601,0
2602,1
2603,0
2604,1
2605,0
2606,0
2607,1
2608,0
2609,1
2610,0
2611,1
2612,0
2613,0
2614,1
2615,0
2616,1
2617,1
2618,1
2619,1
2620,1
2621,0
2622,0
2623,0
2624,0
2625,0
2626,1
2627,0
2628,1
2629,0
2630,0
2631,0
2632,1
2633,0
2634,0
2635,0
2636,0
2637,0
2638,0
2639,0
2640,1
2641,1
2642,0
2643,1
2644,0
2645,0
2646,1
2647,1
2648,0
2649,1
2650,0
2651,0
2652,1
2653,1
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,1
2661,1
2662,0
2663,1
2664,0
2665,0
2666,0
2667,1
2668,0
2669,1
2670,0
2671,0
2672,0
2673,0
2674,1
2675,1
2676,1
2677,0
2678,0
2679,0
2680,1
2681,1
2682,0
2683,1
2684,1
2685,1
2686,1
2687,0
2688,0
2689,1
2690,0
2691,0
2692,1
2693,0
2694,0
2695,1
2696,1
2697,1
2698,1
2699,1
2700,1
2701,1
2702,1
2703,1
2704,0
2705,0
2706,0
2707,0
2708,1
2709,1
2710,1
2711,0
2712,1
2713,0
2714,0
2715,0
2716,0
2717,0
2718,0
2719,1
2720,1
2721,1
2722,0
2723,0
2724,0
2725,1
2726,0
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,1
2735,0
2736,0
2737,0
2738,0
2739,0
2740,0
2741,1
2742,0
2743,0
2744,1
2745,1
2746,0
2747,1
2748,1
2749,0
2750,1
2751,0
2752,0
2753,1
2754,0
2755,1
2756,0
2757,0
2758,0
2759,0
2760,1
2761,0
2762,1
2763,0
2764,0
2765,1
2766,1
2767,1
2768,0
2769,1
2770,0
2771,0
2772,1
2773,0
2774,1
2775,1
2776,1
2777,0
2778,0
2779,1
2780,0
2781,1
2782,0
2783,0
2784,1
2785,1
2786,0
2787,0
2788,0
2789,1
2790,1
2791,1
2792,0
2793,0
2794,1
2795,0
2796,0
2797,0
2798,1
2799,0
2800,0
2801,0
2802,1
2803,0
2804,0
2805,1
2806,0
2807,0
2808,1
2809,1
2810,0
2811,0
2812,1
2813,1
2814,1
2815,1
2816,0
2817,0
2818,0
2819,1
2820,0
2821,1
2822,0
2823,1
2824,0
2825,1
2826,0
2827,1
2828,1
2829,1
2830,0
2831,0
2832,1
2833,1
2834,1
2835,0
2836,0
2837,1
2838,0
2839,1
2840,0
2841,0
2842,0
2843,1
2844,1
2845,0
2846,1
2847,0
2848,0
2849,1
2850,1
2851,1
2852,0
2853,1
2854,1
2855,0
2856,1
2857,1
2858,1
2859,1
2860,1
2861,1
2862,0
2863,1
2864,1
2865,0
2866,0
2867,0
2868,0
2869,0
2870,1
2871,1
2872,1
2873,0
2874,1
2875,1
2876,0
2877,0
2878,1
2879,1
2880,1
2881,0
2882,1
2883,0
2884,0
2885,1
2886,0
2887,1
2888,0
2889,0
2890,0
2891,1
2892,0
2893,1
2894,0
2895,1
2896,1
2897,1
2898,0
2899,0
2900,1
2901,0
2902,0
2903,0
2904,1
2905,0
2906,0
2907,1
2908,0
2909,0
2910,0
2911,0
2912,1
2913,0
2914,0
2915,0
2916,0
2917,0
2918,0
2919,1
2920,1
2921,0
2922,1
2923,0
2924,1
2925,0
2926,1
2927,1
2928,1
2929,0
2930,0
2931,0
2932,1
2933,0
2934,0
2935,0
2936,1
2937,0
2938,0
2939,0
2940,0
2941,1
2942,1
2943,0
2944,1
2945,1
2946,1
2947,0
2948,0
2949,1
2950,0
2951,0
2952,0
2953,1
2954,0
2955,0
2956,1
2957,0
2958,1
2959,0
2960,0
2961,1
2962,1
2963,1
2964,0
2965,0
2966,0
2967,1
2968,0
2969,0
2970,1
2971,1
2972,1
2973,1
2974,1
2975,1
2976,1
2977,0
2978,1
2979,1
2980,0
2981,0
2982,0
2983,0
2984,1
2985,0
2986,1
2987,0
2988,1
2989,1
2990,0
2991,0
2992,1
2993,0
2994,1
2995,0
2996,1
2997,1
